FILE	h_201
ESC_DA0424AA.fasta	8
ESC_DA0425AA.fasta	4
ESC_DA0429AA.fasta	12
ESC_DA0435AA.fasta	2
ESC_DA0446AA.fasta	2
ESC_DA0449AA.fasta	2
ESC_DA0513AA.fasta	2
ESC_DA0537AA.fasta	2
ESC_DA0565AA.fasta	2
ESC_DA0568AA.fasta	2
ESC_DA0570AA.fasta	2
ESC_DA0573AA.fasta	2
ESC_DA0575AA.fasta	2
ESC_DA0598AA.fasta	2
ESC_DA0603AA.fasta	2
ESC_DA0633AA.fasta	5
ESC_DA0651AA.fasta	5
ESC_DA0707AA.fasta	5
ESC_DA0720AA.fasta	5
ESC_DA0725AA.fasta	5
ESC_DA0751AA.fasta	5
ESC_DA0778AA.fasta	5
ESC_DA0787AA.fasta	5
ESC_DA0797AA.fasta	5
ESC_DA0817AA.fasta	8
ESC_DA0824AA.fasta	15
ESC_DA0871AA.fasta	73
ESC_DA0884AA.fasta	8
ESC_DA0893AA.fasta	8
ESC_DA0912AA.fasta	1
ESC_DA0935AA.fasta	6
ESC_DA0939AA.fasta	13
ESC_DA0941AA.fasta	4
ESC_DA0946AA.fasta	1
ESC_DA1001AA.fasta	20
ESC_DA1006AA.fasta	3
ESC_DA1010AA.fasta	11
ESC_DA1027AA.fasta	6
ESC_DA1028AA.fasta	8
ESC_DA1048AA.fasta	4
ESC_DA1051AA.fasta	13
ESC_DA1100AA.fasta	7
ESC_DA1150AA.fasta	55
ESC_DA1175AA.fasta	7
ESC_DA1180AA.fasta	69
ESC_DA1220AA.fasta	4
ESC_DA1234AA.fasta	4
ESC_DA1237AA.fasta	4
ESC_DA1249AA.fasta	4
ESC_DA1251AA.fasta	4
ESC_DA1264AA.fasta	6
ESC_DA1289AA.fasta	2
ESC_DA1292AA.fasta	2
ESC_DA1306AA.fasta	2
ESC_DA1328AA.fasta	5
ESC_DA1329AA.fasta	5
ESC_DA1333AA.fasta	2
ESC_DA1397AA.fasta	1
ESC_DA1442AA.fasta	20
ESC_DA1469AA.fasta	3
ESC_DA1488AA.fasta	4
ESC_DA1508AA.fasta	1
ESC_DA1551AA.fasta	2
ESC_DA1586AA.fasta	2
ESC_DA1591AA.fasta	2
ESC_DA1594AA.fasta	2
ESC_DA1615AA.fasta	2
ESC_DA1626AA.fasta	2
ESC_DA1641AA.fasta	12
ESC_DA1647AA.fasta	2
ESC_DA1674AA.fasta	2
ESC_DA1675AA.fasta	2
ESC_DA1679AA.fasta	2
ESC_DA1693AA.fasta	2
ESC_DA1698AA.fasta	2
ESC_DA1700AA.fasta	2
ESC_DA1706AA.fasta	2
ESC_DA1741AA.fasta	2
ESC_DA1751AA.fasta	2
ESC_DA1759AA.fasta	2
ESC_DA1777AA.fasta	2
ESC_DA1788AA.fasta	2
ESC_DA1789AA.fasta	2
ESC_DA1807AA.fasta	2
ESC_DA1835AA.fasta	2
ESC_DA1836AA.fasta	2
ESC_DA1853AA.fasta	2
ESC_DA1863AA.fasta	2
ESC_DA1865AA.fasta	2
ESC_DA1882AA.fasta	2
ESC_DA1900AA.fasta	2
ESC_DA1908AA.fasta	4
ESC_DA1924AA.fasta	6
ESC_DA2049AA.fasta	14
ESC_DA2118AA.fasta	9
ESC_DA2167AA.fasta	13
ESC_DA2199AA.fasta	3
ESC_DA2240AA.fasta	3
ESC_DA2247AA.fasta	22
ESC_DA2254AA.fasta	37
ESC_DA2255AA.fasta	6
ESC_DA2328AA.fasta	3
ESC_DA2331AA.fasta	18
ESC_DA2337AA.fasta	1
ESC_DA2350AA.fasta	16
ESC_DA2378AA.fasta	4
ESC_DA2462AA.fasta	14
ESC_DA2519AA.fasta	6
ESC_DA2573AA.fasta	11
ESC_DA2577AA.fasta	6
ESC_DA2610AA.fasta	6
ESC_DA2681AA.fasta	38
ESC_DA2684AA.fasta	9
ESC_DA2685AA.fasta	66
ESC_DA2796AA.fasta	6
ESC_DA2797AA.fasta	6
ESC_DA2881AA.fasta	1
ESC_DA2883AA.fasta	4
ESC_DA2901AA.fasta	14
ESC_DA2909AA.fasta	14
ESC_DA2915AA.fasta	14
ESC_DA2944AA.fasta	7
ESC_DA2970AA.fasta	9
ESC_DA2973AA.fasta	16
ESC_DA2975AA.fasta	16
ESC_DA3021AA.fasta	20
ESC_DA3172AA.fasta	8
ESC_DA3181AA.fasta	3
ESC_DA3183AA.fasta	8
ESC_DA3234AA.fasta	47
ESC_DA3268AA.fasta	2
ESC_DA3280AA.fasta	25
ESC_DA3281AA.fasta	25
ESC_DA3296AA.fasta	3
ESC_DA3299AA.fasta	9
ESC_DA3300AA.fasta	14
ESC_DA3324AA.fasta	29
ESC_DA3333AA.fasta	54
ESC_DA3338AA.fasta	4
ESC_DA3343AA.fasta	11
ESC_DA3412AA.fasta	4
ESC_DA3413AA.fasta	18
ESC_DA3435AA.fasta	6
ESC_DA3450AA.fasta	6
ESC_DA3452AA.fasta	1
ESC_DA3495AA.fasta	4
ESC_DA3523AA.fasta	9
ESC_DA3536AA.fasta	1
ESC_DA3570AA.fasta	18
ESC_DA3584AA.fasta	10
ESC_DA3586AA.fasta	10
ESC_DA3653AA.fasta	14
ESC_DA3709AA.fasta	26
ESC_DA3729AA.fasta	26
ESC_DA3740AA.fasta	19
ESC_DA3746AA.fasta	10
ESC_DA3769AA.fasta	3
ESC_DA3789AA.fasta	17
ESC_DA3792AA.fasta	14
ESC_DA3795AA.fasta	3
ESC_DA3799AA.fasta	3
ESC_DA3806AA.fasta	32
ESC_DA3811AA.fasta	47
ESC_DA3814AA.fasta	19
ESC_DA3836AA.fasta	2
ESC_DA3900AA.fasta	2
ESC_DA3906AA.fasta	2
ESC_DA3916AA.fasta	2
ESC_DA3922AA.fasta	2
ESC_DA3945AA.fasta	2
ESC_DA3949AA.fasta	2
ESC_DA3953AA.fasta	2
ESC_DA3961AA.fasta	2
ESC_DA3965AA.fasta	2
ESC_DA3978AA.fasta	2
ESC_DA3988AA.fasta	2
ESC_DA4014AA.fasta	2
ESC_DA4019AA.fasta	12
ESC_DA4032AA.fasta	12
ESC_DA4049AA.fasta	12
ESC_DA4063AA.fasta	12
ESC_DA4071AA.fasta	12
ESC_DA4088AA.fasta	12
ESC_DA4089AA.fasta	12
ESC_DA4099AA.fasta	2
ESC_DA4134AA.fasta	2
ESC_DA4159AA.fasta	2
ESC_DA4170AA.fasta	2
ESC_DA4207AA.fasta	12
ESC_DA4238AA.fasta	12
ESC_DA4254AA.fasta	12
ESC_DA4274AA.fasta	12
ESC_DA4275AA.fasta	12
ESC_DA4283AA.fasta	12
ESC_DA4296AA.fasta	8
ESC_DA4308AA.fasta	18
ESC_DA4328AA.fasta	1
ESC_DA4342AA.fasta	9
ESC_DA4348AA.fasta	20
ESC_DA4353AA.fasta	9
ESC_DA4390AA.fasta	6
ESC_DA4396AA.fasta	1
ESC_DA4412AA.fasta	4
ESC_DA4459AA.fasta	1
ESC_DA4475AA.fasta	1
ESC_DA4501AA.fasta	1
ESC_DA4505AA.fasta	1
ESC_DA4508AA.fasta	1
ESC_DA4580AA.fasta	1
ESC_DA4586AA.fasta	31
ESC_DA4595AA.fasta	3
ESC_DA4601AA.fasta	3
ESC_DA4607AA.fasta	3
ESC_DA4618AA.fasta	3
ESC_DA4641AA.fasta	3
ESC_DA4672AA.fasta	1
ESC_DA4741AA.fasta	19
ESC_DA4742AA.fasta	10
ESC_DA4744AA.fasta	3
ESC_DA4774AA.fasta	20
ESC_DA4786AA.fasta	9
ESC_DA4817AA.fasta	22
ESC_DA4835AA.fasta	14
ESC_DA4840AA.fasta	9
ESC_DA4851AA.fasta	16
ESC_DA4887AA.fasta	1
ESC_DA4895AA.fasta	1
ESC_DA4902AA.fasta	19
ESC_DA4914AA.fasta	18
ESC_DA4957AA.fasta	4
ESC_DA4973AA.fasta	4
ESC_DA5004AA.fasta	4
ESC_DA5028AA.fasta	25
ESC_DA5030AA.fasta	1
ESC_DA5031AA.fasta	1
ESC_DA5038AA.fasta	1
ESC_DA5040AA.fasta	1
ESC_DA5041AA.fasta	1
ESC_DA5047AA.fasta	1
ESC_DA5062AA.fasta	1
ESC_DA5104AA.fasta	1
ESC_DA5108AA.fasta	1
ESC_DA5109AA.fasta	1
ESC_DA5125AA.fasta	1
ESC_DA5139AA.fasta	1
ESC_DA5146AA.fasta	1
ESC_DA5176AA.fasta	1
ESC_DA5180AA.fasta	1
ESC_DA5187AA.fasta	1
ESC_DA5190AA.fasta	1
ESC_DA5192AA.fasta	1
ESC_DA5208AA.fasta	1
ESC_DA5216AA.fasta	19
ESC_DA5245AA.fasta	14
ESC_DA5249AA.fasta	14
ESC_DA5250AA.fasta	16
ESC_DA5254AA.fasta	3
ESC_DA5307AA.fasta	15
ESC_DA5317AA.fasta	3
ESC_DA5319AA.fasta	16
ESC_DA5336AA.fasta	3
ESC_DA5337AA.fasta	22
ESC_DA5347AA.fasta	7
ESC_DA5353AA.fasta	17
ESC_DA5372AA.fasta	16
ESC_DA5379AA.fasta	52
ESC_DA5381AA.fasta	9
ESC_DA5385AA.fasta	3
ESC_DA5402AA.fasta	3
ESC_DA5430AA.fasta	40
ESC_DA5443AA.fasta	3
ESC_DA5452AA.fasta	9
ESC_DA5482AA.fasta	1
ESC_DA5509AA.fasta	1
ESC_DA5525AA.fasta	1
ESC_DA5526AA.fasta	1
ESC_DA5553AA.fasta	1
ESC_DA5554AA.fasta	1
ESC_DA5646AA.fasta	6
ESC_DA5673AA.fasta	3
ESC_DA6523AA.fasta	16
ESC_DA6526AA.fasta	3
ESC_DA6540AA.fasta	10
ESC_DA6558AA.fasta	10
ESC_DA6580AA.fasta	33
ESC_DA6598AA.fasta	25
ESC_DA6608AA.fasta	15
ESC_DA6621AA.fasta	36
ESC_DA6657AA.fasta	23
ESC_DA6672AA.fasta	26
ESC_DA6690AA.fasta	26
ESC_DA6699AA.fasta	26
ESC_DA6726AA.fasta	26
ESC_DA6729AA.fasta	26
ESC_DA6740AA.fasta	26
ESC_DA6742AA.fasta	26
ESC_DA6798AA.fasta	26
ESC_DA6874AA.fasta	26
ESC_DA6889AA.fasta	8
ESC_DA6890AA.fasta	6
ESC_DA6907AA.fasta	6
ESC_DA6910AA.fasta	3
ESC_DA6932AA.fasta	22
ESC_DA6958AA.fasta	3
ESC_DA6968AA.fasta	20
ESC_DA6996AA.fasta	22
ESC_DA6999AA.fasta	3
ESC_DA7003AA.fasta	3
ESC_DA7006AA.fasta	3
ESC_DA7043AA.fasta	3
ESC_DA7330AA.fasta	84
ESC_DA7336AA.fasta	21
ESC_DA7381AA.fasta	21
ESC_DA7432AA.fasta	58
ESC_DA7487AA.fasta	4
ESC_DA7514AA.fasta	6
ESC_DA7533AA.fasta	8
ESC_DA7538AA.fasta	13
ESC_DA7539AA.fasta	6
ESC_DA7547AA.fasta	8
ESC_DA7605AA.fasta	3
ESC_DA7750AA.fasta	3
ESC_DA7826AA.fasta	3
ESC_DA7924AA.fasta	3
ESC_DA7949AA.fasta	10
ESC_DA7962AA.fasta	3
ESC_DA7982AA.fasta	3
ESC_DA7987AA.fasta	3
ESC_DA7998AA.fasta	3
ESC_DA8009AA.fasta	3
ESC_DA8028AA.fasta	3
ESC_DA8046AA.fasta	3
ESC_DA8070AA.fasta	3
ESC_DA8080AA.fasta	3
ESC_DA8084AA.fasta	3
ESC_DA8099AA.fasta	3
ESC_DA8139AA.fasta	3
ESC_DA8144AA.fasta	3
ESC_DA8192AA.fasta	3
ESC_DA8284AA.fasta	32
ESC_DA8319AA.fasta	3
ESC_DA8326AA.fasta	3
ESC_DA8362AA.fasta	3
ESC_DA8406AA.fasta	32
ESC_DA8431AA.fasta	10
ESC_DA8466AA.fasta	10
ESC_DA8497AA.fasta	3
ESC_DA8528AA.fasta	10
ESC_DA8531AA.fasta	10
ESC_DA8533AA.fasta	10
ESC_DA8535AA.fasta	10
ESC_DA8539AA.fasta	10
ESC_DA8540AA.fasta	10
ESC_DA8548AA.fasta	10
ESC_DA8575AA.fasta	7
ESC_DA8585AA.fasta	33
ESC_DA8600AA.fasta	49
ESC_DA8609AA.fasta	11
ESC_DA8619AA.fasta	11
ESC_DA8737AA.fasta	10
ESC_DA8805AA.fasta	1
ESC_DA8813AA.fasta	1
ESC_DA8816AA.fasta	1
ESC_DA8843AA.fasta	18
ESC_DA8856AA.fasta	18
ESC_DA8861AA.fasta	18
ESC_DA8914AA.fasta	1
ESC_DA8917AA.fasta	1
ESC_DA8918AA.fasta	1
ESC_DA8925AA.fasta	1
ESC_DA8929AA.fasta	1
ESC_DA8935AA.fasta	1
ESC_DA8945AA.fasta	7
ESC_DA9079AA.fasta	21
ESC_DA9148AA.fasta	18
ESC_DA9161AA.fasta	18
ESC_DA9202AA.fasta	10
ESC_DA9310AA.fasta	16
ESC_DA9321AA.fasta	3
ESC_DA9333AA.fasta	10
ESC_DA9461AA.fasta	21
ESC_DA9462AA.fasta	21
ESC_DA9605AA.fasta	7
ESC_DA9711AA.fasta	7
ESC_DA9849AA.fasta	77
ESC_DA9882AA.fasta	21
ESC_DA9982AA.fasta	32
ESC_EA0034AA.fasta	40
ESC_EA0122AA.fasta	1
ESC_EA0189AA.fasta	9
ESC_EA0211AA.fasta	3
ESC_EA0219AA.fasta	3
ESC_EA0221AA.fasta	3
ESC_EA0420AA.fasta	14
ESC_EA0545AA.fasta	1
ESC_EA0570AA.fasta	1
ESC_EA0579AA.fasta	6
ESC_EA0582AA.fasta	5
ESC_EA0591AA.fasta	2
ESC_EA0621AA.fasta	1
ESC_EA0650AA.fasta	42
ESC_EA0701AA.fasta	1
ESC_EA0711AA.fasta	1
ESC_EA0713AA.fasta	1
ESC_EA0740AA.fasta	2
ESC_EA0813AA.fasta	8
ESC_EA0851AA.fasta	4
ESC_EA0871AA.fasta	1
ESC_EA0887AA.fasta	6
ESC_EA0898AA.fasta	8
ESC_EA0903AA.fasta	4
ESC_EA0904AA.fasta	8
ESC_EA0928AA.fasta	6
ESC_EA0934AA.fasta	16
ESC_EA0978AA.fasta	15
ESC_EA1002AA.fasta	3
ESC_EA1003AA.fasta	3
ESC_EA1004AA.fasta	3
ESC_EA1022AA.fasta	3
ESC_EA1090AA.fasta	31
ESC_EA1091AA.fasta	31
ESC_EA1131AA.fasta	4
ESC_EA1162AA.fasta	5
ESC_EA1184AA.fasta	3
ESC_EA1187AA.fasta	3
ESC_EA1201AA.fasta	3
ESC_EA1207AA.fasta	3
ESC_EA1220AA.fasta	3
ESC_EA1225AA.fasta	3
ESC_EA1226AA.fasta	3
ESC_EA1311AA.fasta	7
ESC_EA1325AA.fasta	3
ESC_EA1383AA.fasta	9
ESC_EA1416AA.fasta	9
ESC_EA1448AA.fasta	3
ESC_EA1466AA.fasta	5
ESC_EA1505AA.fasta	5
ESC_EA1530AA.fasta	2
ESC_EA1564AA.fasta	8
ESC_EA1581AA.fasta	16
ESC_EA1591AA.fasta	1
ESC_EA1594AA.fasta	1
ESC_EA1646AA.fasta	16
ESC_EA1675AA.fasta	30
ESC_EA1695AA.fasta	21
ESC_EA1706AA.fasta	9
ESC_EA1720AA.fasta	7
ESC_EA1745AA.fasta	25
ESC_EA1763AA.fasta	15
ESC_EA1809AA.fasta	7
ESC_EA1829AA.fasta	9
ESC_EA1868AA.fasta	16
ESC_EA1873AA.fasta	8
ESC_EA1876AA.fasta	6
ESC_EA1917AA.fasta	1
ESC_EA1922AA.fasta	1
ESC_EA1928AA.fasta	1
ESC_EA1929AA.fasta	1
ESC_EA1938AA.fasta	1
ESC_EA1987AA.fasta	11
ESC_EA1998AA.fasta	74
ESC_EA2022AA.fasta	15
ESC_EA2048AA.fasta	49
ESC_EA2049AA.fasta	21
ESC_EA2068AA.fasta	51
ESC_EA2069AA.fasta	18
ESC_EA2098AA.fasta	4
ESC_EA2100AA.fasta	6
ESC_EA2112AA.fasta	9
ESC_EA2115AA.fasta	11
ESC_EA2149AA.fasta	29
ESC_EA2151AA.fasta	7
ESC_EA2167AA.fasta	15
ESC_EA2177AA.fasta	21
ESC_EA2193AA.fasta	7
ESC_EA2226AA.fasta	14
ESC_EA2258AA.fasta	13
ESC_EA2268AA.fasta	1
ESC_EA2289AA.fasta	7
ESC_EA2293AA.fasta	19
ESC_EA2298AA.fasta	11
ESC_EA2304AA.fasta	6
ESC_EA2324AA.fasta	21
ESC_EA2332AA.fasta	7
ESC_EA2356AA.fasta	7
ESC_EA2360AA.fasta	15
ESC_EA2410AA.fasta	11
ESC_EA2415AA.fasta	8
ESC_EA2430AA.fasta	27
ESC_EA2437AA.fasta	27
ESC_EA2452AA.fasta	11
ESC_EA2488AA.fasta	83
ESC_EA2497AA.fasta	9
ESC_EA2514AA.fasta	15
ESC_EA2547AA.fasta	6
ESC_EA2570AA.fasta	15
ESC_EA2587AA.fasta	11
ESC_EA2603AA.fasta	7
ESC_EA2605AA.fasta	6
ESC_EA2612AA.fasta	11
ESC_EA2623AA.fasta	11
ESC_EA2633AA.fasta	46
ESC_EA2636AA.fasta	11
ESC_EA2650AA.fasta	15
ESC_EA2688AA.fasta	65
ESC_EA2738AA.fasta	7
ESC_EA2739AA.fasta	21
ESC_EA2808AA.fasta	7
ESC_EA2849AA.fasta	23
ESC_EA2860AA.fasta	3
ESC_EA2892AA.fasta	3
ESC_EA2984AA.fasta	4
ESC_EA3034AA.fasta	47
ESC_EA3050AA.fasta	7
ESC_EA3052AA.fasta	71
ESC_EA3059AA.fasta	21
ESC_EA3082AA.fasta	34
ESC_EA3089AA.fasta	16
ESC_EA3098AA.fasta	27
ESC_EA3115AA.fasta	21
ESC_EA3125AA.fasta	4
ESC_EA3143AA.fasta	13
ESC_EA3169AA.fasta	1
ESC_EA3180AA.fasta	4
ESC_EA3182AA.fasta	1
ESC_EA3194AA.fasta	3
ESC_EA3202AA.fasta	3
ESC_EA3204AA.fasta	3
ESC_EA3228AA.fasta	3
ESC_EA3231AA.fasta	3
ESC_EA3235AA.fasta	8
ESC_EA3237AA.fasta	6
ESC_EA3238AA.fasta	4
ESC_EA3239AA.fasta	8
ESC_EA3244AA.fasta	6
ESC_EA3247AA.fasta	8
ESC_EA3265AA.fasta	1
ESC_EA3277AA.fasta	1
ESC_EA3291AA.fasta	4
ESC_EA3294AA.fasta	3
ESC_EA3371AA.fasta	4
ESC_EA3377AA.fasta	8
ESC_EA3413AA.fasta	1
ESC_EA3415AA.fasta	7
ESC_EA3417AA.fasta	11
ESC_EA3422AA.fasta	1
ESC_EA3426AA.fasta	14
ESC_EA3487AA.fasta	4
ESC_EA3489AA.fasta	4
ESC_EA3498AA.fasta	4
ESC_EA3521AA.fasta	4
ESC_EA3529AA.fasta	40
ESC_EA3533AA.fasta	3
ESC_EA3546AA.fasta	85
ESC_EA3581AA.fasta	6
ESC_EA3582AA.fasta	8
ESC_EA3593AA.fasta	13
ESC_EA3682AA.fasta	1
ESC_EA3722AA.fasta	42
ESC_EA3755AA.fasta	23
ESC_EA3757AA.fasta	3
ESC_EA3762AA.fasta	3
ESC_EA3788AA.fasta	9
ESC_EA3789AA.fasta	21
ESC_EA3800AA.fasta	3
ESC_EA3811AA.fasta	3
ESC_EA3821AA.fasta	9
ESC_EA3829AA.fasta	3
ESC_EA3841AA.fasta	3
ESC_EA3843AA.fasta	3
ESC_EA3854AA.fasta	19
ESC_EA3882AA.fasta	14
ESC_EA3893AA.fasta	3
ESC_EA3894AA.fasta	22
ESC_EA3903AA.fasta	3
ESC_EA3917AA.fasta	3
ESC_EA3920AA.fasta	17
ESC_EA3921AA.fasta	42
ESC_EA3925AA.fasta	33
ESC_EA3938AA.fasta	16
ESC_EA3957AA.fasta	14
ESC_EA4043AA.fasta	1
ESC_EA4084AA.fasta	35
ESC_EA4122AA.fasta	11
ESC_EA4139AA.fasta	44
ESC_EA4153AA.fasta	7
ESC_EA4160AA.fasta	13
ESC_EA4175AA.fasta	10
ESC_EA4179AA.fasta	12
ESC_EA4180AA.fasta	12
ESC_EA4204AA.fasta	21
ESC_EA4208AA.fasta	61
ESC_EA4217AA.fasta	6
ESC_EA4220AA.fasta	6
ESC_EA4221AA.fasta	57
ESC_EA4227AA.fasta	6
ESC_EA4247AA.fasta	7
ESC_EA4281AA.fasta	4
ESC_EA4296AA.fasta	13
ESC_EA4347AA.fasta	4
ESC_EA4374AA.fasta	7
ESC_EA4376AA.fasta	39
ESC_EA4377AA.fasta	30
ESC_EA4451AA.fasta	16
ESC_EA4464AA.fasta	35
ESC_EA4488AA.fasta	34
ESC_EA4555AA.fasta	8
ESC_EA4556AA.fasta	18
ESC_EA4559AA.fasta	8
ESC_EA4613AA.fasta	4
ESC_EA4628AA.fasta	1
ESC_EA4640AA.fasta	46
ESC_EA4674AA.fasta	6
ESC_EA4693AA.fasta	19
ESC_EA4707AA.fasta	17
ESC_EA4715AA.fasta	15
ESC_EA4725AA.fasta	11
ESC_EA4726AA.fasta	29
ESC_EA4740AA.fasta	17
ESC_EA4762AA.fasta	4
ESC_EA4784AA.fasta	13
ESC_EA4795AA.fasta	4
ESC_EA4834AA.fasta	6
ESC_EA4838AA.fasta	1
ESC_EA4840AA.fasta	1
ESC_EA4855AA.fasta	51
ESC_EA4857AA.fasta	6
ESC_EA4866AA.fasta	1
ESC_EA4893AA.fasta	1
ESC_EA4916AA.fasta	1
ESC_EA4918AA.fasta	1
ESC_EA4920AA.fasta	1
ESC_EA4921AA.fasta	1
ESC_EA4942AA.fasta	1
ESC_EA4977AA.fasta	6
ESC_EA5013AA.fasta	6
ESC_EA5018AA.fasta	8
ESC_EA5027AA.fasta	6
ESC_EA5029AA.fasta	6
ESC_EA5045AA.fasta	6
ESC_EA5063AA.fasta	12
ESC_EA5069AA.fasta	12
ESC_EA5071AA.fasta	2
ESC_EA5171AA.fasta	1
ESC_EA5241AA.fasta	1
ESC_EA5246AA.fasta	35
ESC_EA5250AA.fasta	10
ESC_EA5269AA.fasta	1
ESC_EA5273AA.fasta	11
ESC_EA5313AA.fasta	41
ESC_EA5333AA.fasta	2
ESC_EA5336AA.fasta	12
ESC_EA5337AA.fasta	41
ESC_EA5338AA.fasta	5
ESC_EA5370AA.fasta	2
ESC_EA5425AA.fasta	1
ESC_EA5484AA.fasta	5
ESC_EA5500AA.fasta	2
ESC_EA5513AA.fasta	5
ESC_EA5518AA.fasta	5
ESC_EA5523AA.fasta	2
ESC_EA5528AA.fasta	2
ESC_EA5537AA.fasta	2
ESC_EA5540AA.fasta	2
ESC_EA5549AA.fasta	2
ESC_EA5554AA.fasta	5
ESC_EA5561AA.fasta	5
ESC_EA5572AA.fasta	2
ESC_EA5697AA.fasta	15
ESC_EA5761AA.fasta	8
ESC_EA5764AA.fasta	2
ESC_EA5874AA.fasta	7
ESC_EA5879AA.fasta	7
ESC_EA5885AA.fasta	17
ESC_EA5907AA.fasta	14
ESC_EA5921AA.fasta	9
ESC_EA5922AA.fasta	14
ESC_EA5975AA.fasta	1
ESC_EA6022AA.fasta	15
ESC_EA6057AA.fasta	6
ESC_EA6058AA.fasta	6
ESC_EA6083AA.fasta	4
ESC_EA6126AA.fasta	3
ESC_EA6140AA.fasta	3
ESC_EA6148AA.fasta	2
ESC_EA6254AA.fasta	44
ESC_EA6266AA.fasta	64
ESC_EA6304AA.fasta	10
ESC_EA6306AA.fasta	10
ESC_EA6323AA.fasta	10
ESC_EA6344AA.fasta	10
ESC_EA6358AA.fasta	10
ESC_EA6362AA.fasta	10
ESC_EA6438AA.fasta	4
ESC_EA6442AA.fasta	4
ESC_EA6515AA.fasta	9
ESC_EA6538AA.fasta	3
ESC_EA6578AA.fasta	9
ESC_EA6669AA.fasta	11
ESC_EA6719AA.fasta	3
ESC_EA6796AA.fasta	79
ESC_EA6935AA.fasta	22
ESC_EA6994AA.fasta	3
ESC_EA7012AA.fasta	23
ESC_EA7018AA.fasta	27
ESC_EA7059AA.fasta	33
ESC_EA7159AA.fasta	31
ESC_EA7192AA.fasta	45
ESC_EA7206AA.fasta	15
ESC_EA7256AA.fasta	7
ESC_EA7306AA.fasta	30
ESC_EA7335AA.fasta	31
ESC_EA7469AA.fasta	11
ESC_EA7476AA.fasta	14
ESC_EA7486AA.fasta	39
ESC_EA7571AA.fasta	31
ESC_EA7572AA.fasta	7
ESC_EA7597AA.fasta	31
ESC_EA7681AA.fasta	17
ESC_EA7717AA.fasta	16
ESC_EA7721AA.fasta	3
ESC_EA7736AA.fasta	63
ESC_EA7768AA.fasta	22
ESC_EA7806AA.fasta	9
ESC_EA7817AA.fasta	3
ESC_EA7849AA.fasta	20
ESC_EA7888AA.fasta	60
ESC_EA7893AA.fasta	59
ESC_EA7911AA.fasta	27
ESC_EA8034AA.fasta	45
ESC_EA8060AA.fasta	7
ESC_EA8070AA.fasta	7
ESC_EA8114AA.fasta	15
ESC_EA8144AA.fasta	27
ESC_EA8154AA.fasta	9
ESC_EA8167AA.fasta	70
ESC_EA8193AA.fasta	78
ESC_EA8216AA.fasta	34
ESC_EA8278AA.fasta	36
ESC_EA8387AA.fasta	4
ESC_EA8398AA.fasta	76
ESC_EA8416AA.fasta	7
ESC_EA8430AA.fasta	18
ESC_EA8432AA.fasta	6
ESC_EA8439AA.fasta	62
ESC_EA8488AA.fasta	1
ESC_EA8557AA.fasta	4
ESC_EA8563AA.fasta	4
ESC_EA8565AA.fasta	4
ESC_EA8584AA.fasta	4
ESC_EA8592AA.fasta	6
ESC_EA8615AA.fasta	1
ESC_EA8636AA.fasta	1
ESC_EA8645AA.fasta	1
ESC_EA8658AA.fasta	1
ESC_EA8659AA.fasta	1
ESC_EA8681AA.fasta	1
ESC_EA8689AA.fasta	1
ESC_EA8692AA.fasta	1
ESC_EA8706AA.fasta	1
ESC_EA8714AA.fasta	1
ESC_EA8720AA.fasta	3
ESC_EA8725AA.fasta	3
ESC_EA8782AA.fasta	8
ESC_EA8842AA.fasta	7
ESC_EA8847AA.fasta	25
ESC_EA8849AA.fasta	16
ESC_EA8852AA.fasta	9
ESC_EA8853AA.fasta	14
ESC_EA8867AA.fasta	4
ESC_EA8882AA.fasta	3
ESC_EA8923AA.fasta	20
ESC_EA8937AA.fasta	16
ESC_EA8945AA.fasta	3
ESC_EA8953AA.fasta	3
ESC_EA8979AA.fasta	14
ESC_EA8984AA.fasta	17
ESC_EA8988AA.fasta	27
ESC_EA8995AA.fasta	3
ESC_EA9013AA.fasta	7
ESC_EA9026AA.fasta	9
ESC_EA9048AA.fasta	25
ESC_EA9050AA.fasta	7
ESC_EA9071AA.fasta	3
ESC_EA9074AA.fasta	7
ESC_EA9088AA.fasta	3
ESC_EA9096AA.fasta	3
ESC_EA9130AA.fasta	3
ESC_EA9147AA.fasta	3
ESC_EA9228AA.fasta	3
ESC_EA9230AA.fasta	3
ESC_EA9239AA.fasta	3
ESC_EA9263AA.fasta	3
ESC_EA9302AA.fasta	11
ESC_EA9386AA.fasta	32
ESC_EA9394AA.fasta	3
ESC_EA9398AA.fasta	3
ESC_EA9406AA.fasta	22
ESC_EA9407AA.fasta	7
ESC_EA9413AA.fasta	20
ESC_EA9418AA.fasta	9
ESC_EA9438AA.fasta	3
ESC_EA9440AA.fasta	3
ESC_EA9458AA.fasta	3
ESC_EA9467AA.fasta	19
ESC_EA9479AA.fasta	42
ESC_EA9516AA.fasta	7
ESC_EA9521AA.fasta	27
ESC_EA9538AA.fasta	3
ESC_EA9564AA.fasta	14
ESC_EA9570AA.fasta	25
ESC_EA9578AA.fasta	16
ESC_EA9583AA.fasta	25
ESC_EA9612AA.fasta	3
ESC_EA9615AA.fasta	3
ESC_EA9669AA.fasta	15
ESC_EA9706AA.fasta	3
ESC_EA9746AA.fasta	20
ESC_EA9747AA.fasta	25
ESC_EA9757AA.fasta	9
ESC_EA9804AA.fasta	17
ESC_EA9836AA.fasta	3
ESC_EA9837AA.fasta	25
